software_name,software_url,repository_url,all_github_links,organization,repository_name,owner_repo_pattern,source
"data_analysis - Supporting material for ""A hardware-efficient leakage-reduction scheme for quantum error correction with superconducting transmon qubits""",https://research-software-directory.org/software/4tu-data-analysis-supporting-material-for-a-hardware-efficient-leakage-reduction-scheme-for-quantum-error-correction-with-superconducting-transmon-qubits,https://github.com/obriente/qgarden,['https://github.com/obriente/qgarden'],obriente,qgarden,obriente/qgarden,RSD
oemof.solph,https://helmholtz.software/software/oemof-solph,https://github.com/oemof/oemof-solph/,['https://github.com/oemof/oemof-solph/'],oemof,oemof-solph,oemof/oemof-solph,HELMHOLTZ
mytoken,https://helmholtz.software/software/mytoken,https://github.com/oidc-mytoken/lib,"['https://github.com/oidc-mytoken/client', 'https://github.com/oidc-mytoken/lib', 'https://github.com/oidc-mytoken/server']",oidc-mytoken,lib,oidc-mytoken/lib,HELMHOLTZ
BIOMERO,https://research-software-directory.org/software/biomero,https://github.com/ome/omero-cli-zarr,"['https://github.com/TorecLuik/slurm-scripts', 'https://github.com/NL-BioImaging/biomero-scripts/', 'https://github.com/ome/omero-cli-zarr', 'https://github.com/NL-BioImaging/biomero', 'https://github.com/TorecLuik/slurm-docker-cluster', 'https://github.com/Cellular-Imaging-Amsterdam-UMC/NL-BIOMERO', 'https://github.com/facebookincubator/submitit', 'https://github.com/Neubias-WG5/W_Template', 'https://github.com/NL-BioImaging/biomero-scripts', 'https://github.com/Cellular-Imaging-Amsterdam-UMC/OMERO.biomero']",ome,omero-cli-zarr,ome/omero-cli-zarr,RSD
OMUSE,https://research-software-directory.org/software/omuse,https://github.com/omuse-geoscience/omuse,['https://github.com/omuse-geoscience/omuse'],omuse-geoscience,omuse,omuse-geoscience/omuse,RSD
MIRP,https://helmholtz.software/software/mirp,https://github.com/oncoray/mirp,['https://github.com/oncoray/mirp'],oncoray,mirp,oncoray/mirp,HELMHOLTZ
Hercules,https://research-software-directory.org/software/online-behaviour-machine-learning,https://github.com/online-behaviour/machine-learning,['https://github.com/online-behaviour/machine-learning'],online-behaviour,machine-learning,online-behaviour/machine-learning,RSD
openFuelCell2,https://helmholtz.software/software/openfuelcell2,https://github.com/openFuelCell2/openFuelCell2,['https://github.com/openFuelCell2/openFuelCell2'],openFuelCell2,openFuelCell2,openFuelCell2/openFuelCell2,HELMHOLTZ
openPMD-api,https://helmholtz.software/software/openpmd-api,https://github.com/openPMD/openPMD-api/,['https://github.com/openPMD/openPMD-api/'],openPMD,openPMD-api,openPMD/openPMD-api,HELMHOLTZ
openPSTD,https://research-software-directory.org/software/openpstd,https://github.com/openPSTD/openPSTD,['https://github.com/openPSTD/openPSTD'],openPSTD,openPSTD,openPSTD/openPSTD,RSD
NeuroGym,https://research-software-directory.org/software/neurogym,https://github.com/openai/gym,"['https://github.com/neurogym/neurogym/', 'https://github.com/Stable-Baselines-Team/stable-baselines3-contrib', 'https://github.com/openai/gym']",openai,gym,openai/gym,RSD
OpenChrom,https://research-software-directory.org/software/openchrom,https://github.com/openchrom/openchrom,['https://github.com/openchrom/openchrom'],openchrom,openchrom,openchrom/openchrom,RSD
OpenSim Creator,https://research-software-directory.org/software/opensim-creator,https://github.com/opensim-org/opensim-core,"['https://github.com/opensim-org/opensim-core', 'https://github.com/ComputationalBiomechanicsLab/opensim-creator']",opensim-org,opensim-core,opensim-org/opensim-core,RSD
Overture Arranger,https://research-software-directory.org/software/overture-arranger,https://github.com/overture-stack/arranger,['https://github.com/overture-stack/arranger'],overture-stack,arranger,overture-stack/arranger,RSD
PaN Training Catalogue for the Photon & Neutron Community,https://helmholtz.software/software/training-catalogue-for-photon-neutron,https://github.com/pan-training/training-catalogue,['https://github.com/pan-training/training-catalogue'],pan-training,training-catalogue,pan-training/training-catalogue,HELMHOLTZ
byteparsing,https://research-software-directory.org/software/byteparsing,https://github.com/parallelwindfarms/byteparsing,['https://github.com/parallelwindfarms/byteparsing'],parallelwindfarms,byteparsing,parallelwindfarms/byteparsing,RSD
ParFlow,https://helmholtz.software/software/parflow,https://github.com/parflow/parflow,['https://github.com/parflow/parflow'],parflow,parflow,parflow/parflow,HELMHOLTZ
pasta::bit_vector,https://helmholtz.software/software/pasta-bit-vector,https://github.com/pasta-toolbox/bit_vector/,"['https://github.com/pasta-toolbox/bit_vector/', 'https://github.com/pasta-toolbox/bit_vector_experiments']",pasta-toolbox,bit_vector,pasta-toolbox/bit_vector,HELMHOLTZ
endogenous-macrodynamics-in-algorithmic-recourse,https://research-software-directory.org/software/4tu-endogenous-macrodynamics-in-algorithmic-recourse,https://github.com/pat-alt/endogenous-macrodynamics-in-algorithmic-recourse,['https://github.com/pat-alt/endogenous-macrodynamics-in-algorithmic-recourse'],pat-alt,endogenous-macrodynamics-in-algorithmic-recourse,pat-alt/endogenous-macrodynamics-in-algorithmic-recourse,RSD
PathVisio,https://research-software-directory.org/software/pathvisio,https://github.com/pathvisio/pathvisio,['https://github.com/pathvisio/pathvisio'],pathvisio,pathvisio,pathvisio/pathvisio,RSD
BaSiCPy,https://helmholtz.software/software/basicpy,https://github.com/peng-lab/BaSiCPy,['https://github.com/peng-lab/BaSiCPy'],peng-lab,BaSiCPy,peng-lab/BaSiCPy,HELMHOLTZ
IRIDA,https://research-software-directory.org/software/irida,https://github.com/phac-nml/irida,['https://github.com/phac-nml/irida'],phac-nml,irida,phac-nml/irida,RSD
Clustering Geo-data Cubes,https://research-software-directory.org/software/cgc,https://github.com/phenology/cgc,['https://github.com/phenology/cgc'],phenology,cgc,phenology/cgc,RSD
PhenoTips,https://research-software-directory.org/software/phenotips,https://github.com/phenotips/phenotips,['https://github.com/phenotips/phenotips'],phenotips,phenotips,phenotips/phenotips,RSD
Parallel Ice Sheet Model (PISM),https://research-software-directory.org/software/pism,https://github.com/pism/pism,['https://github.com/pism/pism'],pism,pism,pism/pism,RSD
PyPlaque,https://helmholtz.software/software/pyplaque,https://github.com/plaque2/PyPlaque,['https://github.com/plaque2/PyPlaque'],plaque2,PyPlaque,plaque2/PyPlaque,HELMHOLTZ
bird-cloud-gnn,https://research-software-directory.org/software/bird-cloud-gnn,https://github.com/point-cloud-radar/bird-cloud-gnn,['https://github.com/point-cloud-radar/bird-cloud-gnn'],point-cloud-radar,bird-cloud-gnn,point-cloud-radar/bird-cloud-gnn,RSD
Cheetah,https://helmholtz.software/software/cheetah,https://github.com/psf/black,"['https://github.com/MALAPA-Collab/cheetah-tutorial-2025', 'https://github.com/desy-ml/3d-assets', 'https://github.com/psf/black', 'https://github.com/desy-ml/cheetah-demos']",psf,black,psf/black,HELMHOLTZ
PuReGoMe,https://research-software-directory.org/software/puregome,https://github.com/puregome/notebooks,['https://github.com/puregome/notebooks'],puregome,notebooks,puregome/notebooks,RSD
pycomlink,https://helmholtz.software/software/pycomlink,https://github.com/pycomlink/pycomlink,['https://github.com/pycomlink/pycomlink'],pycomlink,pycomlink,pycomlink/pycomlink,HELMHOLTZ
q-cardIA,https://research-software-directory.org/software/q-cardia,https://github.com/q-cardIA/qcardia,"['https://github.com/q-cardIA/qcardia-app', 'https://github.com/q-cardIA/qcardia-data', 'https://github.com/q-cardIA/qcardia', 'https://github.com/q-cardIA/qcardia-models']",q-cardIA,qcardia,q-cardIA/qcardia,RSD
qc2,https://research-software-directory.org/software/qc2,https://github.com/qc2nl/qc2,['https://github.com/qc2nl/qc2'],qc2nl,qc2,qc2nl/qc2,RSD
Quantum Newton Raphson,https://research-software-directory.org/software/quantum-newton-raphson,https://github.com/quantumapplicationlab/quantumnewtonraphson,['https://github.com/quantumapplicationlab/quantumnewtonraphson'],quantumapplicationlab,quantumnewtonraphson,quantumapplicationlab/quantumnewtonraphson,RSD
novoSpaRc,https://helmholtz.software/software/novosparc,https://github.com/rajewsky-lab/novosparc,['https://github.com/rajewsky-lab/novosparc'],rajewsky-lab,novosparc,rajewsky-lab/novosparc,HELMHOLTZ
VASCA,https://helmholtz.software/software/vasca,https://github.com/rbuehler/vasca,['https://github.com/rbuehler/vasca'],rbuehler,vasca,rbuehler/vasca,HELMHOLTZ
RCE,https://helmholtz.software/software/rce,https://github.com/rcenvironment/rce,['https://github.com/rcenvironment/rce'],rcenvironment,rce,rcenvironment/rce,HELMHOLTZ
RTLola Frontend,https://helmholtz.software/software/rtlola-frontend,https://github.com/reactive-systems/RTLola-Frontend,['https://github.com/reactive-systems/RTLola-Frontend'],reactive-systems,RTLola-Frontend,reactive-systems/RTLola-Frontend,HELMHOLTZ
recipy,https://research-software-directory.org/software/recipy,https://github.com/recipy/recipy,['https://github.com/recipy/recipy'],recipy,recipy,recipy/recipy,RSD
REE-HDSC,https://research-software-directory.org/software/ree-hdsc,https://github.com/ree-hdsc/ree-hdsc,['https://github.com/ree-hdsc/ree-hdsc'],ree-hdsc,ree-hdsc,ree-hdsc/ree-hdsc,RSD
COVID-19 Piedmont,https://research-software-directory.org/software/piedmont-covid-19-data-modelling-management,https://github.com/regione-piemonte/gescovid19,"['https://github.com/UniTo-SEPI/COVID-19_Piedmont', 'https://github.com/regione-piemonte/gescovid19']",regione-piemonte,gescovid19,regione-piemonte/gescovid19,RSD
Helmholtz Research Software Directory,https://helmholtz.software/software/hifis-rsd,https://github.com/research-software-directory/RSD-as-a-service,['https://github.com/research-software-directory/RSD-as-a-service'],research-software-directory,RSD-as-a-service,research-software-directory/RSD-as-a-service,HELMHOLTZ
orbitN,https://research-software-directory.org/software/orbitn-symplectic-integrator-for-near-keplerian-planetary-systems,https://github.com/rezeebe/orbitN,['https://github.com/rezeebe/orbitN'],rezeebe,orbitN,rezeebe/orbitN,RSD
wps-command-line-tool-repository,https://helmholtz.software/software/wps-command-line-tool-repository,https://github.com/riesgos/gfz-command-line-tool-repository,['https://github.com/riesgos/gfz-command-line-tool-repository'],riesgos,gfz-command-line-tool-repository,riesgos/gfz-command-line-tool-repository,HELMHOLTZ
eGSIM,https://helmholtz.software/software/egsim,https://github.com/rizac/egsim,['https://github.com/rizac/egsim'],rizac,egsim,rizac/egsim,HELMHOLTZ
TomoBEAR,https://helmholtz.software/software/tomobear,https://github.com/rkms86/SUSAN,"['https://github.com/rkms86/SUSAN', 'https://github.com/KudryashevLab/TomoBEAR']",rkms86,SUSAN,rkms86/SUSAN,HELMHOLTZ
ELECTRODE,https://helmholtz.software/software/electrode,https://github.com/robeme/lammps,['https://github.com/robeme/lammps'],robeme,lammps,robeme/lammps,HELMHOLTZ
Research Lifecycle Approach using Islandora,https://research-software-directory.org/software/research-lifecycle-approach-using-islandora,https://github.com/roblib/rdm-playbook,['https://github.com/roblib/rdm-playbook'],roblib,rdm-playbook,roblib/rdm-playbook,RSD
ROOT,https://research-software-directory.org/software/root,https://github.com/root-project/root,['https://github.com/root-project/root'],root-project,root,root-project/root,RSD
APE,https://research-software-directory.org/software/ape-automated-pipeline-explorer,https://github.com/sanctuuary/ape,['https://github.com/sanctuuary/ape'],sanctuuary,ape,sanctuuary/ape,RSD
Reflectorch,https://helmholtz.software/software/reflectorch,https://github.com/schreiber-lab/reflectorch,['https://github.com/schreiber-lab/reflectorch'],schreiber-lab,reflectorch,schreiber-lab/reflectorch,HELMHOLTZ
GR Framework,https://helmholtz.software/software/gr-framework,https://github.com/sciapp/gr,"['https://github.com/red-data-tools/GR.rb', 'https://github.com/sciapp/gr']",sciapp,gr,sciapp/gr,HELMHOLTZ
anndata,https://helmholtz.software/software/anndata,https://github.com/scverse/anndata,['https://github.com/scverse/anndata'],scverse,anndata,scverse/anndata,HELMHOLTZ
Citation File Format,https://helmholtz.software/software/citation-file-format,https://github.com/sdruskat/cfftracker,"['https://github.com/citation-file-format/citation-file-format', 'https://github.com/sdruskat/cfftracker']",sdruskat,cfftracker,sdruskat/cfftracker,HELMHOLTZ
SedTRAILS,https://research-software-directory.org/software/sedtrails,https://github.com/sedtrails/sedtrails,['https://github.com/sedtrails/sedtrails'],sedtrails,sedtrails,sedtrails/sedtrails,RSD
SeisBench: A toolbox for machine learning in seismology,https://helmholtz.software/software/seisbench,https://github.com/seisbench/seisbench,['https://github.com/seisbench/seisbench'],seisbench,seisbench,seisbench/seisbench,HELMHOLTZ
iReceptor Gateway,https://research-software-directory.org/software/ireceptor,https://github.com/sfu-ireceptor/config,"['https://github.com/sfu-ireceptor/config', 'https://github.com/sfu-ireceptor/dataloading-mongo', 'https://github.com/sfu-ireceptor/repository-mongodb', 'https://github.com/sfu-ireceptor/ireceptor-monitor', 'https://github.com/sfu-ireceptor/dataloading-curation', 'https://github.com/sfu-ireceptor/gateway', 'https://github.com/sfu-ireceptor/service-php-mongodb', 'https://github.com/sfu-ireceptor/turnkey-service-php']",sfu-ireceptor,config,sfu-ireceptor/config,RSD
Open Matrices Stimulus Set (omss),https://research-software-directory.org/software/open-matrices-stimulus-set-omss,https://github.com/shlomenu/raven-gen,"['https://github.com/aranvhout/OMSS_generator', 'https://github.com/shlomenu/raven-gen']",shlomenu,raven-gen,shlomenu/raven-gen,RSD
ReaxPro framework ontology,https://research-software-directory.org/software/reaxpro-framework-ontology,https://github.com/simphony/reaxpro-framework-ontology,['https://github.com/simphony/reaxpro-framework-ontology'],simphony,reaxpro-framework-ontology,simphony/reaxpro-framework-ontology,RSD
JURASSIC,https://helmholtz.software/software/jurassic,https://github.com/slcs-jsc/jurassic,['https://github.com/slcs-jsc/jurassic'],slcs-jsc,jurassic,slcs-jsc/jurassic,HELMHOLTZ
SMASH - A hadronic transport approach,https://helmholtz.software/software/smash,https://github.com/smash-transport/smash,"['https://github.com/smash-transport/smash-vhlle-hybrid', 'https://github.com/smash-transport/smash']",smash-transport,smash,smash-transport/smash,HELMHOLTZ
hermes,https://helmholtz.software/software/hermes,https://github.com/softwarepub/hermes,['https://github.com/softwarepub/hermes'],softwarepub,hermes,softwarepub/hermes,HELMHOLTZ
Pyspextools,https://research-software-directory.org/software/pyspextools,https://github.com/spex-xray/pyspextools,['https://github.com/spex-xray/pyspextools'],spex-xray,pyspextools,spex-xray/pyspextools,RSD
spirit,https://helmholtz.software/software/spirit,https://github.com/spirit-code/spirit,"['https://github.com/spirit-code/spirit', 'https://github.com/FlorianRhiem/VFRendering']",spirit-code,spirit,spirit-code/spirit,HELMHOLTZ
Platalea,https://research-software-directory.org/software/platalea,https://github.com/spokenlanguage/platalea,['https://github.com/spokenlanguage/platalea'],spokenlanguage,platalea,spokenlanguage/platalea,RSD
FishInspector,https://helmholtz.software/software/fishinspector,https://github.com/sscholz-UFZ/FishInspector,['https://github.com/sscholz-UFZ/FishInspector'],sscholz-UFZ,FishInspector,sscholz-UFZ/FishInspector,HELMHOLTZ
4CAT Capture & Analysis Toolkit,https://research-software-directory.org/software/4cat,https://github.com/strohne/Facepager,"['https://github.com/strohne/Facepager', 'https://github.com/digitalmethodsinitiative/4cat', 'https://github.com/digitalmethodsinitiative/zeeschuimer']",strohne,Facepager,strohne/Facepager,RSD
One button compute,https://research-software-directory.org/software/one-button-compute,https://github.com/surf-eds/one-button-compute,['https://github.com/surf-eds/one-button-compute'],surf-eds,one-button-compute,surf-eds/one-button-compute,RSD
Tamarin Prover,https://helmholtz.software/software/tamarin-prover,https://github.com/tamarin-prover/tamarin-prover,['https://github.com/tamarin-prover/tamarin-prover'],tamarin-prover,tamarin-prover,tamarin-prover/tamarin-prover,HELMHOLTZ
CrystFEL,https://helmholtz.software/software/crystfel,https://github.com/taw10/crystfel,['https://github.com/taw10/crystfel'],taw10,crystfel,taw10/crystfel,HELMHOLTZ
MemBrain v2,https://helmholtz.software/software/membrain-v2,https://github.com/teamtomo/membrain-seg,['https://github.com/teamtomo/membrain-seg'],teamtomo,membrain-seg,teamtomo/membrain-seg,HELMHOLTZ
TREAMS,https://helmholtz.software/software/treams,https://github.com/tfp-photonics/treams,['https://github.com/tfp-photonics/treams'],tfp-photonics,treams,tfp-photonics/treams,HELMHOLTZ
CellRank,https://helmholtz.software/software/cellrank,https://github.com/theislab/cellrank,['https://github.com/theislab/cellrank'],theislab,cellrank,theislab/cellrank,HELMHOLTZ
ChemTools,https://research-software-directory.org/software/chemtools,https://github.com/theochem/chemtools,['https://github.com/theochem/chemtools'],theochem,chemtools,theochem/chemtools,RSD
CIMPredict,https://helmholtz.software/software/cimpredict,https://github.com/tonitacker/CIMPredict,['https://github.com/tonitacker/CIMPredict'],tonitacker,CIMPredict,tonitacker/CIMPredict,HELMHOLTZ
tortellini,https://research-software-directory.org/software/tortellini-github-action,https://github.com/tortellini-tools/action,['https://github.com/tortellini-tools/action'],tortellini-tools,action,tortellini-tools/action,RSD
splithalfr,https://research-software-directory.org/software/splithalfr,https://github.com/tpronk/splithalfr,"['https://github.com/tpronk/splithalfr', 'https://github.com/tpronk/splithalfr_simulation']",tpronk,splithalfr,tpronk/splithalfr,RSD
TraP: The LOFAR Transients Pipeline,https://research-software-directory.org/software/trap-the-lofar-transients-pipeline,https://github.com/transientskp/tkp,['https://github.com/transientskp/tkp'],transientskp,tkp,transientskp/tkp,RSD
CUAS-MPI,https://helmholtz.software/software/cuas-mpi,https://github.com/tudasc/CUAS-MPI,['https://github.com/tudasc/CUAS-MPI'],tudasc,CUAS-MPI,tudasc/CUAS-MPI,HELMHOLTZ
Twiqs,https://research-software-directory.org/software/twinl-website-code,https://github.com/twinl/website,['https://github.com/twinl/website'],twinl,website,twinl/website,RSD
Geodisy,https://research-software-directory.org/software/geodisy,https://github.com/ubc-library/geodisy,['https://github.com/ubc-library/geodisy'],ubc-library,geodisy,ubc-library/geodisy,RSD
FormatFuzzer,https://helmholtz.software/software/formatfuzzer,https://github.com/uds-se/FormatFuzzer,['https://github.com/uds-se/FormatFuzzer'],uds-se,FormatFuzzer,uds-se/FormatFuzzer,HELMHOLTZ
ValidSense,https://research-software-directory.org/software/validsense,https://github.com/umcu/ValidSense,['https://github.com/umcu/ValidSense'],umcu,ValidSense,umcu/ValidSense,RSD
Umple,https://research-software-directory.org/software/umple,https://github.com/umple/umple,['https://github.com/umple/umple'],umple,umple,umple/umple,RSD
swyft,https://research-software-directory.org/software/swyft,https://github.com/undark-lab/swyft,['https://github.com/undark-lab/swyft'],undark-lab,swyft,undark-lab/swyft,RSD
Trimmomatic,https://helmholtz.software/software/trimmomatic,https://github.com/usadellab/Trimmomatic,['https://github.com/usadellab/Trimmomatic'],usadellab,Trimmomatic,usadellab/Trimmomatic,HELMHOLTZ
Radiam,https://research-software-directory.org/software/radiam,https://github.com/usask-rc/radiam/,['https://github.com/usask-rc/radiam/'],usask-rc,radiam,usask-rc/radiam,RSD
Open Computational Multiphysics,https://research-software-directory.org/software/open-computational-multiphysics,https://github.com/uw-comphys/opencmp,['https://github.com/uw-comphys/opencmp'],uw-comphys,opencmp,uw-comphys/opencmp,RSD
Vantage6,https://research-software-directory.org/software/vantage6,https://github.com/vantage6/vantage6,['https://github.com/vantage6/vantage6'],vantage6,vantage6,vantage6/vantage6,RSD
seahtrue,https://research-software-directory.org/software/seahtrue,https://github.com/vcjdeboer/seahtrue,['https://github.com/vcjdeboer/seahtrue'],vcjdeboer,seahtrue,vcjdeboer/seahtrue,RSD
SpatialData framework,https://helmholtz.software/software/spatialdata-framework,https://github.com/vitessce/vitessce,"['https://github.com/vitessce/vitessce', 'https://github.com/gustaveroussy/sopa', 'https://github.com/scverse/spatialdata-io', 'https://github.com/scverse/spatialdata/', 'https://github.com/scverse/spatialdata-plot', 'https://github.com/ckmah/bento-tools', 'https://github.com/haniffalab/webatlas-pipeline', 'https://github.com/scverse/napari-spatialdata']",vitessce,vitessce,vitessce/vitessce,HELMHOLTZ
Vitruvius,https://helmholtz.software/software/vitruvius,https://github.com/vitruv-tools/Vitruv,['https://github.com/vitruv-tools/Vitruv'],vitruv-tools,Vitruv,vitruv-tools/Vitruv,HELMHOLTZ
CosmoScout VR,https://helmholtz.software/software/cosmoscout-vr,https://github.com/vrpn/vrpn,"['https://github.com/cosmoscout/cosmoscout-vr', 'https://github.com/cosmoscout/vista', 'https://github.com/vrpn/vrpn']",vrpn,vrpn,vrpn/vrpn,HELMHOLTZ
GGIR,https://research-software-directory.org/software/ggir,https://github.com/wadpac/GGIR,['https://github.com/wadpac/GGIR'],wadpac,GGIR,wadpac/GGIR,RSD
Rankings Reloaded,https://helmholtz.software/software/rankings-reloaded,https://github.com/wiesenfa/challengeR,['https://github.com/wiesenfa/challengeR'],wiesenfa,challengeR,wiesenfa/challengeR,HELMHOLTZ
Workflomics,https://research-software-directory.org/software/workflomics,https://github.com/workflomics/workflomics-frontend,['https://github.com/workflomics/workflomics-frontend'],workflomics,workflomics-frontend,workflomics/workflomics-frontend,RSD
iqtools,https://helmholtz.software/software/iqtools,https://github.com/xaratustrah/iqtools,['https://github.com/xaratustrah/iqtools'],xaratustrah,iqtools,xaratustrah/iqtools,HELMHOLTZ
PyXenon,https://research-software-directory.org/software/pyxenon,https://github.com/xenon-middleware/pyxenon,['https://github.com/xenon-middleware/pyxenon'],xenon-middleware,pyxenon,xenon-middleware/pyxenon,RSD
Rosemary,https://research-software-directory.org/software/rosemary,https://github.com/yasgui-with-rosemary/app,"['https://github.com/yasgui-with-rosemary/app', 'https://github.com/CLARIAH/yasgui-grlc-publisher']",yasgui-with-rosemary,app,yasgui-with-rosemary/app,RSD
